               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 130,            0.018241,            0.014885,           0.0012127,              0.8463,             0.58681,             0.67171,             0.44179,            0.028751,            0.015735,           0.0082707,           0.0064816,           0.0064816,           0.0064816
                 131,            0.017322,            0.014605,           0.0012129,             0.75087,             0.61933,             0.64013,             0.41484,            0.028503,            0.015544,            0.009795,           0.0064356,           0.0064356,           0.0064356
                 132,            0.016639,            0.014656,           0.0011191,             0.75771,             0.66065,             0.70361,             0.45965,            0.029276,            0.015677,           0.0081943,           0.0063895,           0.0063895,           0.0063895
                 133,            0.016887,            0.014203,           0.0010839,             0.82128,             0.64343,             0.69194,              0.4672,            0.028585,             0.01561,           0.0084027,           0.0063432,           0.0063432,           0.0063432
                 134,            0.016792,            0.014134,            0.001066,              0.8279,             0.61221,             0.65665,             0.43838,            0.029043,            0.015949,            0.008861,           0.0062969,           0.0062969,           0.0062969
                 135,            0.016645,            0.014511,           0.0010173,             0.80007,              0.5924,             0.64803,             0.42394,            0.029562,            0.016063,            0.009247,           0.0062505,           0.0062505,           0.0062505
                 136,            0.016932,            0.014611,           0.0010382,             0.77579,             0.61708,             0.64479,             0.41789,            0.029294,            0.015983,           0.0085307,            0.006204,            0.006204,            0.006204
                 137,            0.017622,            0.014659,           0.0011139,             0.82162,             0.58526,             0.63628,             0.42418,            0.029293,            0.016295,           0.0091027,           0.0061574,           0.0061574,           0.0061574
                 138,            0.017064,            0.014919,           0.0011124,             0.94251,             0.59482,             0.67208,             0.44532,            0.029029,            0.015846,             0.00808,           0.0061107,           0.0061107,           0.0061107
                 139,            0.016142,            0.014062,           0.0010045,             0.85156,             0.60275,             0.66319,             0.42351,            0.028811,            0.015711,           0.0092279,            0.006064,            0.006064,            0.006064
                 140,            0.016374,            0.013804,           0.0011514,             0.80049,             0.62601,             0.67638,             0.43888,            0.028844,            0.015772,           0.0079897,           0.0060172,           0.0060172,           0.0060172
                 141,            0.016217,            0.014073,          0.00092795,             0.87367,             0.61039,             0.67404,              0.4372,            0.028787,            0.015922,           0.0079005,           0.0059704,           0.0059704,           0.0059704
                 142,            0.015652,            0.013671,          0.00098992,             0.87981,              0.6281,             0.69729,             0.45682,            0.029317,            0.016509,           0.0071315,           0.0059235,           0.0059235,           0.0059235
                 143,            0.015581,            0.013845,          0.00092449,             0.77406,             0.65195,             0.67987,             0.44174,            0.028883,            0.016258,           0.0083061,           0.0058766,           0.0058766,           0.0058766
                 144,            0.016523,            0.013976,           0.0010284,              0.8791,             0.64957,             0.68373,             0.45985,            0.029038,             0.01637,           0.0071324,           0.0058296,           0.0058296,           0.0058296
                 145,             0.01606,             0.01365,          0.00096391,             0.89244,             0.60509,             0.67657,             0.45127,            0.028896,            0.016785,           0.0077219,           0.0057826,           0.0057826,           0.0057826
                 146,            0.016461,            0.013989,          0.00092238,             0.81906,             0.64683,             0.66665,             0.44758,            0.029206,            0.017025,           0.0079524,           0.0057355,           0.0057355,           0.0057355
                 147,            0.015812,            0.013686,          0.00097796,             0.91993,             0.59785,             0.67866,             0.45375,            0.028995,            0.017122,             0.00823,           0.0056884,           0.0056884,           0.0056884
                 148,            0.016296,            0.014018,          0.00099108,             0.83445,             0.59507,             0.65795,             0.42447,            0.028234,            0.016153,           0.0097029,           0.0056413,           0.0056413,           0.0056413
                 149,            0.015647,            0.014221,          0.00096794,             0.89703,             0.62433,             0.68407,             0.44437,            0.028718,            0.016153,           0.0085662,           0.0055942,           0.0055942,           0.0055942
                 150,            0.015499,            0.013128,          0.00090455,             0.82793,             0.62858,             0.68826,             0.45475,            0.028685,            0.016872,           0.0087542,           0.0055471,           0.0055471,           0.0055471
                 151,            0.015795,            0.013197,          0.00092849,             0.88799,             0.64201,             0.70604,             0.46835,            0.028042,            0.016006,           0.0081932,              0.0055,              0.0055,              0.0055
                 152,            0.015596,            0.013907,          0.00094142,             0.78904,             0.64252,             0.68982,             0.46844,            0.028132,             0.01638,           0.0089184,           0.0054529,           0.0054529,           0.0054529
                 153,            0.015977,            0.013647,          0.00097748,             0.77307,             0.63031,             0.66939,             0.44535,            0.028812,            0.016333,           0.0092589,           0.0054058,           0.0054058,           0.0054058
                 154,            0.015367,            0.013611,           0.0009196,             0.78347,             0.66014,             0.68979,             0.45706,            0.028716,            0.016377,            0.009177,           0.0053587,           0.0053587,           0.0053587
