               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  51,            0.021616,            0.017282,           0.0020411,             0.90478,             0.65737,             0.72594,             0.46529,            0.029847,            0.015309,           0.0077593,           0.0093971,           0.0093971,           0.0093971
                  52,            0.022244,            0.017878,           0.0019005,             0.92575,             0.65472,             0.70809,             0.43879,            0.030087,             0.01442,           0.0073366,           0.0093733,           0.0093733,           0.0093733
                  53,            0.021788,            0.016899,           0.0018764,             0.82996,             0.64492,             0.68348,              0.4166,            0.031014,            0.015403,           0.0080396,           0.0093491,           0.0093491,           0.0093491
                  54,            0.021836,            0.017584,           0.0017744,             0.83766,             0.66395,             0.70284,             0.41759,            0.031289,            0.014752,           0.0077123,           0.0093245,           0.0093245,           0.0093245
                  55,            0.021534,            0.017112,           0.0017376,             0.83971,             0.64261,             0.68846,             0.42576,            0.029026,            0.014705,           0.0089571,           0.0092995,           0.0092995,           0.0092995
                  56,            0.020991,            0.017216,           0.0018655,             0.89487,             0.65241,             0.72972,             0.45813,            0.029998,            0.014476,           0.0073002,            0.009274,            0.009274,            0.009274
                  57,            0.021183,            0.017426,           0.0018431,             0.81467,             0.71672,             0.75011,             0.47882,            0.029678,            0.014954,           0.0060557,           0.0092481,           0.0092481,           0.0092481
                  58,            0.020778,            0.017062,           0.0018119,             0.79744,             0.70272,             0.73446,             0.45554,            0.030287,            0.014345,           0.0073928,           0.0092219,           0.0092219,           0.0092219
                  59,            0.021273,            0.016777,           0.0016573,             0.71307,             0.58875,             0.58814,             0.35322,            0.033069,            0.016154,            0.012636,           0.0091952,           0.0091952,           0.0091952
                  60,            0.020726,            0.016945,           0.0016569,             0.83533,             0.60329,             0.65556,             0.42188,            0.029113,            0.014983,           0.0086419,           0.0091681,           0.0091681,           0.0091681
                  61,            0.020783,            0.016909,           0.0017015,             0.84634,             0.68316,             0.72551,             0.46201,            0.029691,            0.014508,           0.0086091,           0.0091406,           0.0091406,           0.0091406
                  62,            0.020427,            0.016754,           0.0017026,             0.91054,             0.64415,              0.7266,             0.47168,            0.029039,            0.014306,           0.0064309,           0.0091127,           0.0091127,           0.0091127
                  63,            0.019869,            0.016287,           0.0015424,             0.84083,             0.67848,             0.70328,             0.46704,            0.029341,            0.014602,            0.007415,           0.0090844,           0.0090844,           0.0090844
                  64,            0.020384,            0.016536,           0.0017371,             0.93014,             0.59995,             0.70532,             0.45208,            0.029729,            0.014897,           0.0082759,           0.0090557,           0.0090557,           0.0090557
                  65,            0.019943,            0.017389,           0.0017864,             0.91307,             0.63314,             0.72093,             0.46272,              0.0299,              0.0148,            0.010102,           0.0090266,           0.0090266,           0.0090266
                  66,            0.020222,            0.016203,           0.0016454,             0.88832,              0.6534,             0.73016,             0.47124,            0.028923,            0.014311,           0.0088934,           0.0089972,           0.0089972,           0.0089972
                  67,            0.019788,            0.016057,           0.0015078,             0.78683,             0.71035,             0.73599,              0.4833,            0.029133,            0.014124,            0.010209,           0.0089673,           0.0089673,           0.0089673
                  68,            0.019583,            0.016708,           0.0013827,             0.81795,             0.69778,             0.73476,             0.47959,            0.029007,            0.014353,           0.0075179,           0.0089371,           0.0089371,           0.0089371
                  69,             0.01953,            0.015916,           0.0014486,             0.87532,             0.67023,             0.72254,              0.4886,            0.028788,            0.014476,           0.0080511,           0.0089065,           0.0089065,           0.0089065
                  70,              0.0194,            0.015981,           0.0014729,              0.8925,             0.66133,             0.72135,             0.48468,            0.029043,            0.015484,           0.0070003,           0.0088755,           0.0088755,           0.0088755
                  71,            0.019364,            0.015468,           0.0014422,             0.74441,              0.5721,             0.60933,             0.41247,            0.031658,            0.018298,             0.01242,           0.0088442,           0.0088442,           0.0088442
                  72,            0.018885,            0.016732,             0.00197,             0.78015,             0.63598,             0.68024,             0.43302,            0.029423,             0.01546,           0.0095572,           0.0088124,           0.0088124,           0.0088124
                  73,            0.019536,            0.016609,            0.001434,              0.8506,             0.66963,             0.72612,             0.47059,            0.029184,            0.014807,           0.0076497,           0.0087804,           0.0087804,           0.0087804
                  74,            0.018827,            0.015591,           0.0012796,             0.86678,             0.62771,             0.69993,             0.46057,            0.029139,            0.014726,           0.0075837,           0.0087479,           0.0087479,           0.0087479
                  75,            0.018914,             0.01544,           0.0014833,             0.75606,             0.67227,             0.67331,             0.43247,            0.029645,            0.015234,           0.0095917,           0.0087151,           0.0087151,           0.0087151
                  76,            0.019281,            0.015215,           0.0014536,             0.82832,              0.6136,             0.68492,             0.44627,            0.028819,            0.015008,           0.0095412,            0.008682,            0.008682,            0.008682
                  77,            0.019181,             0.01609,           0.0015666,             0.81179,             0.66986,             0.71278,             0.46301,            0.029392,            0.015123,           0.0083119,           0.0086485,           0.0086485,           0.0086485
                  78,             0.01826,             0.01518,           0.0013198,             0.89876,             0.68249,             0.73203,             0.47337,            0.029205,            0.015625,           0.0082425,           0.0086146,           0.0086146,           0.0086146
                  79,            0.018558,            0.015207,           0.0012959,             0.84865,             0.61622,             0.69559,             0.44531,            0.028983,            0.015354,           0.0091731,           0.0085805,           0.0085805,           0.0085805
                  80,            0.018137,             0.01513,           0.0012038,              0.8441,             0.69674,             0.74224,             0.49459,            0.028381,            0.015452,           0.0076103,           0.0085459,           0.0085459,           0.0085459
                  81,            0.017871,            0.014398,           0.0013343,             0.93007,             0.68832,             0.72749,             0.47881,            0.029261,            0.015313,            0.006218,           0.0085111,           0.0085111,           0.0085111
                  82,            0.017377,            0.015139,           0.0011257,             0.90592,             0.67017,             0.74044,             0.49969,            0.028309,            0.015067,           0.0078569,           0.0084759,           0.0084759,           0.0084759
                  83,            0.018361,             0.01506,           0.0014105,             0.85013,             0.63738,             0.70132,             0.47042,            0.029623,            0.015583,           0.0080112,           0.0084404,           0.0084404,           0.0084404
                  84,            0.018096,            0.015215,           0.0014373,             0.86072,             0.68418,             0.70308,             0.47222,            0.029049,            0.016633,           0.0073676,           0.0084046,           0.0084046,           0.0084046
                  85,            0.017455,            0.015201,           0.0013728,              0.8294,              0.6655,             0.71115,             0.46784,            0.028271,             0.01469,           0.0077303,           0.0083684,           0.0083684,           0.0083684
                  86,            0.017571,            0.014714,           0.0011362,             0.86095,             0.65163,             0.71671,             0.46923,             0.02888,            0.015387,           0.0083743,           0.0083319,           0.0083319,           0.0083319
                  87,            0.017887,            0.015095,           0.0011646,             0.82719,             0.70297,             0.72748,             0.47339,            0.028662,            0.014485,           0.0069095,           0.0082952,           0.0082952,           0.0082952
                  88,              0.0172,            0.014315,           0.0011426,             0.85029,             0.68098,             0.72827,             0.47666,            0.028551,            0.014868,           0.0077459,           0.0082581,           0.0082581,           0.0082581
                  89,            0.016725,            0.014453,           0.0010941,             0.75721,             0.66504,             0.68579,             0.46052,            0.028342,            0.015708,           0.0090832,           0.0082207,           0.0082207,           0.0082207
                  90,            0.017178,             0.01463,           0.0011764,             0.79682,             0.65273,              0.7167,             0.46708,            0.028514,            0.015094,           0.0078123,            0.008183,            0.008183,            0.008183
                  91,            0.016645,            0.013905,            0.001048,             0.82085,              0.7393,             0.74877,             0.50298,             0.02769,            0.015041,           0.0073975,            0.008145,            0.008145,            0.008145
                  92,            0.016849,             0.01486,           0.0012165,             0.90282,             0.67604,             0.71929,             0.47234,             0.02832,            0.015216,           0.0073764,           0.0081068,           0.0081068,           0.0081068
                  93,             0.01704,            0.014319,           0.0012049,             0.83323,             0.67698,             0.69868,             0.46998,            0.028063,            0.015757,           0.0068969,           0.0080682,           0.0080682,           0.0080682
                  94,            0.016749,              0.0143,           0.0011522,             0.82777,             0.72185,             0.74086,             0.49046,            0.028272,            0.015701,           0.0072315,           0.0080294,           0.0080294,           0.0080294
                  95,            0.017053,            0.014713,           0.0012633,             0.87402,             0.60721,             0.68788,              0.4587,            0.028409,            0.015955,           0.0093639,           0.0079903,           0.0079903,           0.0079903
                  96,            0.017232,            0.014907,           0.0013565,             0.85848,             0.64948,             0.70736,             0.46723,            0.028581,            0.015725,           0.0080244,           0.0079509,           0.0079509,           0.0079509
                  97,            0.016373,            0.013608,           0.0011655,             0.83086,             0.62081,             0.67806,             0.45081,            0.028065,            0.015948,            0.008527,           0.0079112,           0.0079112,           0.0079112
                  98,            0.016665,            0.014166,           0.0011631,             0.92651,             0.63785,             0.71063,             0.46757,            0.027697,            0.015543,           0.0079836,           0.0078713,           0.0078713,           0.0078713
                  99,            0.016244,            0.014132,           0.0010002,             0.72897,             0.68526,             0.68411,             0.44894,            0.028005,            0.015154,            0.010011,           0.0078311,           0.0078311,           0.0078311
                 100,            0.016193,            0.013744,           0.0010575,             0.75882,             0.70708,             0.71349,             0.47202,            0.028191,            0.016099,           0.0084425,           0.0077907,           0.0077907,           0.0077907
                 101,            0.015867,             0.01344,          0.00096703,             0.78201,             0.73008,             0.72891,             0.48723,             0.02811,            0.015559,           0.0073873,             0.00775,             0.00775,             0.00775
